time_series_ID;residential;agriculture;public;industry;commercial
37;0.27756744943511;0.0;0.1928440490452208;0.5295885015196691;0.0
38;0.9505518636560745;0.0;0.007641021436156286;0.0;0.041807114907769255
39;1.0;0.0;0.0;0.0;0.0
40;0.894117262745149;0.0;0.10588273725485105;0.0;0.0
41;0.0;0.0;0.0;0.0;0.0
42;0.9400808883243401;0.0;0.0;0.059919111675659935;0.0
43;0.9653957305403171;0.0;0.0;0.0;0.034604269459682944
44;0.993730461105173;0.0;0.0;0.0;0.006269538894826862
45;1.0;0.0;0.0;0.0;0.0
46;0.9415828598338704;0.025437592979965108;0.01005034992463327;0.0;0.022929197261531222
47;0.0;0.0;1.0;0.0;0.0
48;0.0;0.0;1.0;0.0;0.0
49;1.0;0.0;0.0;0.0;0.0
50;0.6052492734735221;0.0;0.002003637672853837;0.27480144337897994;0.11794564547464424
51;1.0;0.0;0.0;0.0;0.0
52;0.36929814964806407;0.6307018503519359;0.0;0.0;0.0
53;1.0;0.0;0.0;0.0;0.0
54;1.0;0.0;0.0;0.0;0.0
55;0.0;0.0;0.46277587387281843;0.0;0.5372241261271815
56;0.40137465048773296;0.13504625554279576;0.0;0.020324603921371327;0.4432544900481
57;0.7831247917024055;0.0;0.0;0.0;0.21687520829759457
58;0.0;0.0;1.0;0.0;0.0
59;0.0;1.0;0.0;0.0;0.0
60;0.0;1.0;0.0;0.0;0.0
61;0.9972244720009714;0.0;0.0;0.0;0.002775527999028603
62;1.0;0.0;0.0;0.0;0.0
63;0.9968390803216671;0.0;0.0;0.0;0.0031609196783329665
64;1.0;0.0;0.0;0.0;0.0
65;1.0;0.0;0.0;0.0;0.0
66;1.0;0.0;0.0;0.0;0.0
67;0.44271893083144337;0.0;0.4811584154691178;0.0;0.07612265369943892
68;1.0;0.0;0.0;0.0;0.0
69;1.0;0.0;0.0;0.0;0.0
70;0.838244516535389;0.0;0.0;0.0;0.16175548346461102
71;0.8506365546324445;0.1493634453675555;0.0;0.0;0.0
72;0.9459483924476497;0.054051607552350264;0.0;0.0;0.0
73;0.5926098734492098;0.014519311985297642;0.20292552172703807;0.0020080372889692178;0.18793725554948523
74;0.9768858988628616;0.0;0.014019551051298818;0.0;0.009094550085839552
75;0.0;0.0;0.0;0.0;1.0
76;1.0;0.0;0.0;0.0;0.0
77;1.0;0.0;0.0;0.0;0.0
78;0.6451601237820473;0.12572266310731367;0.0;0.22911721311063896;0.0
79;0.0;0.0;0.0;0.0;1.0
80;0.9953937830694987;0.0;0.00460621693050136;0.0;0.0
81;0.8629120510720031;0.13708794892799697;0.0;0.0;0.0
82;0.9968078645624745;0.0;0.0;0.0;0.003192135437525429
83;1.0;0.0;0.0;0.0;0.0
84;0.9367921192683967;0.0;0.06274304565322575;0.0;0.00046483507837763737
85;0.8757709425325534;0.0;0.1242290574674466;0.0;0.0
86;0.9588357871135172;0.0;0.03293628361930171;0.008227929267181053;0.0
87;1.0;0.0;0.0;0.0;0.0
88;0.9108696377223847;0.03039052807435972;0.0;0.05427144184418805;0.004468392359067422
89;0.12864667822101922;0.0;0.03482063459462599;0.6748622576198294;0.1616704295645253
90;1.0;0.0;0.0;0.0;0.0
91;0.8628592040803049;0.0;0.0;0.0;0.13714079591969505
92;0.7358561353168458;0.18427002772067747;0.0;0.0;0.07987383696247667
93;0.7427881792094608;0.0;0.0;0.1364312825905076;0.12078053820003158
94;0.9728219276941554;0.02717807230584465;0.0;0.0;0.0
95;0.857405025506317;0.142594974493683;0.0;0.0;0.0
96;0.2616877952361976;0.0;0.7361195347621537;0.0021926700016485787;0.0
97;0.25030576327515636;0.7496942367248437;0.0;0.0;0.0
98;0.0;0.0;1.0;0.0;0.0
99;0.0;0.0;1.0;0.0;0.0
100;0.6229553924391548;0.0;0.0;0.3704632742334049;0.006581333327440332
101;0.8112381785653593;0.0;0.0378915255626627;0.0;0.15087029587197792
102;0.9804984245823438;0.0;0.0;0.0;0.01950157541765626
103;0.0;0.0;0.0;1.0;0.0
104;1.0;0.0;0.0;0.0;0.0
