ID,Q_Age,Q_Gender,Q_City,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28,Q29,Q30,Q31,Q32
86,79,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,9,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,4,4,5,1,2,NA,1,0,0,0,0,0,0,0,0,0,4,2,NA,NA,1
87,68,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,2,5,5,3,4,7,1,2,NA,1,1,0,0,0,0,1,0,0,0,4,2,NA,NA,6
88,72,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,2,9,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,3,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,6
89,58,2,6,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,2,3,6,2,NA,NA,NA,NA,NA,NA,2,NA,6,4,5,3,7,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,1
90,73,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,4,7,1,2,NA,1,0,0,0,1,0,0,0,0,0,4,2,NA,NA,2
92,61,1,4,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,1,1,5,3,NA,NA,NA,1,NA,NA,2,NA,6,4,5,4,7,1,2,NA,1,1,0,0,0,0,0,0,0,0,4,2,NA,NA,1
93,66,1,7,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1,0,0,0,1,1,3,2,NA,NA,NA,NA,NA,NA,2,NA,6,3,4,3,8,1,2,NA,0,0,1,0,1,0,1,0,0,0,4,1,1,4,1
94,67,1,5,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,NA,NA,NA,NA,NA,NA,1,1,6,4,3,2,9,1,2,NA,1,1,1,0,1,0,0,0,0,0,1,2,NA,NA,2
95,78,2,6,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,9,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,4,4,1,2,NA,1,0,0,0,0,0,0,0,0,0,6,2,NA,NA,6
96,71,2,5,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,0,1,1,8,3,NA,NA,NA,NA,1,1,NA,1,6,5,8,3,6,1,1,2,1,1,0,0,1,0,0,0,0,0,1,2,NA,NA,1
98,58,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,9,1,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,4,2,2,NA,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,5
100,70,2,4,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,2,6,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,5,4,5,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,1
101,68,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,2,6,4,4,4,5,1,2,NA,1,0,0,0,0,0,0,0,0,0,4,2,NA,NA,2
102,78,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,2,6,2,2,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,6
103,44,2,5,1,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,2,5,2,3,2,2,NA,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,2
106,70,1,4,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,2,6,3,6,1,9,1,2,NA,1,1,0,0,1,0,0,0,0,0,1,1,1,2,1
107,67,1,4,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,1,1,8,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,2,4,6,1,2,NA,1,1,0,0,0,0,0,0,0,0,4,2,NA,NA,1
109,77,1,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,4,4,1,2,NA,0,0,1,0,0,0,0,0,0,0,1,1,3,NA,3
110,62,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,3,2,5,2,NA,NA,NA,NA,NA,NA,2,NA,5,4,7,1,9,1,1,2,1,1,0,1,1,0,0,0,0,0,2,1,1,2,1
111,72,2,6,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,0,1,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,7,5,3,4,4,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,1
113,77,2,5,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,0,2,2,7,2,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,4,6,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,2
114,64,2,7,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,1,1,8,2,NA,NA,NA,1,NA,NA,1,NA,6,5,7,4,6,1,2,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,1
115,66,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,0,0,0,1,1,4,2,NA,NA,NA,NA,NA,NA,1,1,6,5,5,1,9,1,2,NA,1,1,0,0,1,0,0,0,0,0,1,1,1,2,1
118,70,1,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,1,6,2,NA,NA,NA,NA,NA,NA,1,1,6,5,5,3,6,1,2,NA,1,1,0,0,1,0,0,0,0,0,1,1,4,NA,1
119,82,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,6,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,5,4,7,1,2,NA,0,0,0,0,1,0,1,0,0,0,4,2,NA,NA,2
121,60,2,4,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,9,1,NA,NA,NA,NA,NA,NA,1,NA,1,5,3,4,3,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,1
123,65,2,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,1,6,2,NA,NA,NA,NA,NA,NA,1,1,6,5,7,4,5,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,1,3,NA,1
124,74,1,7,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,0,0,0,0,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,4,1,9,1,1,1,0,1,1,0,1,0,0,0,0,0,1,2,NA,NA,1
125,66,2,7,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,2,1,5,2,NA,NA,NA,NA,NA,NA,1,1,3,5,5,3,7,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,1
126,76,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,2,1,6,2,NA,NA,NA,NA,NA,NA,NA,2,6,4,4,4,5,1,2,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,6
127,70,1,7,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,2,8,2,NA,NA,NA,NA,NA,NA,1,1,6,3,3,4,6,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
128,71,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,9,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,3,4,3,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,1,3,NA,1
129,75,2,5,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,2,1,5,3,4,5,1,2,NA,1,0,0,0,0,0,0,0,0,0,4,2,NA,NA,1
131,74,1,6,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,4,6,1,2,NA,0,0,0,0,0,0,0,1,0,0,4,2,NA,NA,2
132,70,2,7,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,3,1,6,2,NA,NA,NA,NA,NA,NA,NA,2,6,3,3,3,8,1,2,NA,1,0,1,0,1,0,0,0,0,0,1,2,NA,NA,1
133,75,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,1,6,4,3,2,7,2,NA,NA,1,0,0,0,1,0,0,0,0,0,1,1,3,NA,6
134,55,2,5,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,NA,NA,NA,NA,NA,NA,2,NA,5,5,5,4,4,1,2,NA,0,1,0,0,0,0,0,1,0,0,4,2,NA,NA,3
135,62,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,2,6,4,NA,NA,NA,2,NA,NA,2,NA,6,5,5,1,6,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,1
136,79,1,7,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,6,4,3,3,7,1,2,NA,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
137,71,1,7,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,7,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,5,4,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,2
138,74,1,4,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,0,0,0,0,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,2,5,5,4,4,7,1,2,NA,1,1,0,0,1,0,0,0,0,0,4,2,NA,NA,1
139,70,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,0,0,0,0,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,1,6,5,4,4,4,1,2,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,2
140,72,1,7,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,2,6,4,4,3,6,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,1,3,NA,1
142,75,1,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0,1,1,5,5,NA,NA,1,NA,1,2,1,1,6,2,2,2,9,1,2,NA,1,0,1,0,0,0,0,0,0,0,1,2,NA,NA,1
143,69,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,2,6,4,7,4,7,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,1
146,76,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,2,7,2,NA,NA,NA,NA,NA,NA,NA,2,6,4,7,3,6,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,2
147,64,1,4,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,NA,NA,NA,NA,NA,NA,2,NA,4,4,4,4,6,1,2,NA,0,1,0,0,0,0,0,0,0,0,4,1,3,NA,1
148,61,2,5,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,1,1,4,2,NA,NA,NA,NA,1,NA,1,NA,6,5,3,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,1,3,NA,1
149,53,1,4,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,NA,NA,NA,NA,NA,NA,2,NA,6,4,1,4,4,1,1,2,1,1,0,0,0,0,0,0,0,0,4,2,NA,NA,1
150,75,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,2,6,3,3,4,5,1,2,NA,1,0,0,0,0,0,0,0,0,0,4,2,NA,NA,1
151,73,2,4,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,5,1,9,1,2,NA,1,1,1,0,1,0,0,0,0,0,1,2,NA,NA,6
154,67,1,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,3,3,9,3,NA,NA,NA,1,NA,NA,1,1,6,1,2,4,3,1,2,NA,0,0,0,0,0,0,1,0,0,0,6,2,NA,NA,2
156,73,2,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,9,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,4,6,1,2,NA,1,0,0,0,0,0,0,0,0,0,1,1,3,NA,2
157,45,1,5,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,2,1,2,2,NA,NA,NA,NA,NA,2,NA,NA,6,4,3,2,4,2,NA,NA,0,0,0,0,0,0,0,1,0,0,1,2,NA,NA,1
