ID,Q_Age,Q_Gender,Q_City,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28,Q29,Q30,Q31,Q32
3965,58,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,6,1,NA,NA,NA,NA,NA,NA,1,NA,6,3,2,4,3,2,NA,NA,0,0,0,1,0,0,0,0,0,0,2,2,NA,NA,6
3967,46,2,2,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,4,NA,NA,1,1,NA,2,NA,NA,6,4,4,5,5,1,2,NA,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2
3968,43,1,7,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,0,0,4,2,5,4,NA,NA,1,1,NA,2,NA,NA,6,4,4,1,7,1,1,2,0,1,0,0,1,0,0,1,0,0,1,2,NA,NA,1
3969,54,1,7,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,2,NA,NA,NA,NA,NA,NA,2,NA,3,4,4,2,7,2,NA,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,5
3970,41,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,1,2,5,3,NA,NA,NA,NA,NA,2,NA,NA,2,3,2,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
3972,22,2,5,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,3,3,0,0,0,3,NA,NA,NA,NA,6,4,7,3,4,2,NA,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,2
3973,32,2,5,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,1,NA,NA,NA,NA,NA,1,NA,NA,6,4,1,4,2,2,NA,NA,0,0,0,0,0,0,0,0,0,1,6,2,NA,NA,5
3976,63,1,5,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,1,2,8,2,NA,NA,NA,NA,NA,NA,2,NA,4,3,5,3,5,1,2,NA,0,1,1,0,0,0,0,0,0,0,1,2,NA,NA,1
3977,65,1,7,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,0,1,1,3,2,NA,NA,NA,NA,NA,NA,2,NA,4,4,5,4,4,1,2,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,1
3978,58,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,1,2,8,1,NA,NA,NA,NA,NA,NA,1,NA,6,4,2,5,3,2,NA,NA,1,1,0,0,1,0,0,0,0,0,1,2,NA,NA,2
3979,60,1,7,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,9,1,NA,NA,NA,NA,NA,NA,1,NA,1,5,3,1,8,1,2,NA,0,0,0,0,0,0,0,1,0,0,5,2,NA,NA,4
3980,26,2,5,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,2,5,2,NA,NA,NA,NA,2,NA,NA,NA,3,3,8,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
3981,45,1,7,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,4,4,NA,NA,1,1,NA,1,1,NA,2,3,4,4,5,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,2
3982,29,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,NA,NA,NA,NA,1,NA,NA,NA,3,4,2,4,1,2,NA,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
3983,69,1,7,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,2,1,7,2,NA,NA,NA,NA,NA,NA,1,1,6,5,3,4,4,1,2,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,1
3985,21,2,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,NA,NA,NA,1,1,NA,NA,NA,5,5,3,4,2,2,NA,NA,0,0,0,0,0,0,0,0,0,1,6,2,NA,NA,5
3986,63,1,3,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,1,0,0,1,1,6,2,NA,NA,NA,NA,NA,1,1,NA,6,5,4,3,4,1,2,NA,1,0,1,0,0,0,0,0,0,0,1,2,NA,NA,1
3987,36,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,9,1,NA,NA,NA,NA,NA,1,NA,NA,4,3,3,4,2,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,6
3988,67,1,7,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,3,4,6,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,2
3989,72,1,4,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,3,3,6,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
3991,63,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,2,3,5,3,NA,NA,1,NA,NA,NA,2,NA,4,4,3,1,9,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,4
3992,45,2,5,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,6,4,NA,NA,2,1,NA,1,NA,NA,6,5,7,3,7,1,2,NA,0,1,1,0,1,0,0,0,0,0,1,1,3,NA,1
3995,69,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,4,2,NA,NA,NA,NA,NA,NA,1,1,5,5,5,4,6,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,6
3996,33,1,4,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,1,2,6,2,NA,NA,NA,NA,NA,2,NA,NA,6,5,6,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
3998,68,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,4,4,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,2
4000,37,2,7,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,2,2,5,4,NA,NA,2,NA,NA,2,NA,NA,3,5,5,2,7,1,2,NA,1,1,1,0,1,0,0,0,0,0,1,1,1,3,1
4002,88,1,7,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,0,0,0,0,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,5,4,6,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
4004,54,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,NA,NA,1,NA,NA,NA,2,NA,6,5,6,2,7,1,2,NA,0,0,0,1,0,0,0,0,0,0,2,1,1,2,1
4005,68,1,7,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,1,7,1,2,NA,0,1,0,0,1,0,0,0,0,0,1,2,NA,NA,1
4007,18,1,4,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,2,3,9,3,NA,NA,NA,1,NA,NA,2,NA,2,2,8,2,10,1,2,NA,0,1,1,0,1,0,0,0,0,0,6,1,2,NA,6
4008,56,2,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,2,1,9,2,NA,NA,NA,NA,NA,NA,1,1,6,5,5,4,7,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,1
4009,70,2,5,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,5,5,1,2,NA,0,0,0,0,1,0,0,0,0,0,1,2,NA,NA,6
4011,31,2,4,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,9,1,0,0,0,0,0,0,0,0,7,4,1,4,2,2,NA,NA,0,0,0,0,0,0,1,0,0,0,6,2,NA,NA,1
4012,65,1,7,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2,NA,NA,NA,NA,NA,NA,2,NA,6,5,3,4,2,2,NA,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,1
4013,52,2,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,0,1,3,6,3,NA,NA,NA,1,NA,NA,2,NA,6,5,6,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,1,2,NA,NA,2
4014,68,1,5,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2,NA,NA,NA,NA,NA,1,NA,1,6,3,2,1,6,1,2,NA,0,0,1,0,0,0,0,0,0,0,1,2,NA,NA,1
4015,37,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,1,1,6,1,NA,NA,NA,NA,NA,1,NA,NA,6,5,7,4,6,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
4016,21,2,3,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,2,1,4,4,NA,NA,NA,2,NA,NA,2,NA,6,5,8,1,10,1,2,NA,1,1,0,0,1,0,0,0,0,0,6,1,1,2,6
4020,72,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,0,0,0,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,5,1,7,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,1
4022,75,1,7,1,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,8,2,NA,NA,NA,NA,NA,NA,NA,2,6,4,3,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,1,3,NA,1
4024,55,2,5,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,1,5,2,NA,NA,NA,NA,NA,NA,2,NA,6,4,6,4,6,1,2,NA,0,1,0,0,0,0,1,0,0,0,4,1,3,NA,2
4025,47,1,3,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,6,5,NA,NA,1,2,NA,2,NA,NA,6,2,3,1,7,1,2,NA,0,1,0,0,1,0,0,0,0,0,1,2,NA,NA,1
4026,68,2,3,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,2,2,8,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,7,3,6,1,2,NA,0,1,0,0,1,0,0,0,0,0,1,2,NA,NA,2
4027,69,1,3,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,3,2,8,2,NA,NA,NA,NA,NA,NA,NA,1,4,3,7,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
4028,76,2,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,3,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
4029,72,2,3,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,6,3,4,1,9,1,2,NA,1,0,1,0,0,0,0,0,0,0,1,2,NA,NA,4
4030,53,1,6,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,3,NA,NA,NA,2,NA,NA,1,NA,1,4,3,4,4,2,NA,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,2
4031,69,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,0,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,6,4,6,1,1,2,1,1,0,0,1,0,0,0,0,0,1,2,NA,NA,2
4032,77,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,2,6,5,7,4,7,1,2,NA,1,0,1,0,0,0,0,0,0,0,1,1,1,3,3
4035,78,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,6,4,3,4,6,1,2,NA,0,0,1,0,0,0,0,0,0,0,4,1,3,NA,2
4036,36,1,4,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,3,8,1,0,0,0,0,0,1,0,0,5,3,2,4,2,1,2,NA,1,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
4037,42,1,5,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,5,3,6,5,1,NA,1,1,1,1,NA,NA,6,2,2,4,4,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,2
4038,51,1,4,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,6,2,8,4,NA,NA,2,NA,NA,1,1,NA,3,5,5,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,1
